Country,Job Title,Rural,Quantity,Percentage
Netherlands,data manager,City,1,0.02%
Sweden,database tester,City,1,0.02%
Portugal,data warehousing manager,City,1,0.02%
Netherlands,data examination clerk,Rural,1,0.02%
Netherlands,data entry supervisor,Rural,1,0.02%
Netherlands,data entry associate,City,1,0.02%
Netherlands,data coordinator,Rural,1,0.02%
Netherlands,data processing auditor,Rural,1,0.02%
Sweden,geographic information systems data administrator gis data administrator,City,1,0.02%
Sweden,database software technician,City,1,0.02%
Sweden,database security administrator,Rural,1,0.02%
Netherlands,data control assistant,Rural,1,0.02%
Netherlands,data processing control clerk,City,1,0.02%
Netherlands,data control assistant,City,1,0.02%
Netherlands,data processing equipment repairer,City,1,0.02%
Sweden,database programmer,City,1,0.02%
Portugal,data warehousing engineer,Rural,1,0.02%
Netherlands,data processing manager,City,1,0.02%
Portugal,database coordinator,City,1,0.02%
Sweden,database manager,Rural,1,0.02%
Netherlands,data processing mechanic,City,1,0.02%
Sweden,database manager,City,1,0.02%
Sweden,geographic information systems data manager gis data manager,City,1,0.02%
Sweden,data warehouse architect,City,1,0.02%
Portugal,data storage specialist,City,1,0.02%
Portugal,data processor,City,1,0.02%
Netherlands,database architect,Rural,1,0.02%
Netherlands,database administration manager,City,1,0.02%
Portugal,database management system specialist dbms specialist,City,1,0.02%
Sweden,clinical data management manager cdm manager,City,1,0.02%
Sweden,automatic data processing systems security specialist adp systems security,City,1,0.02%
Netherlands,database administration project manager,Rural,1,0.02%
Portugal,data reduction technician,City,1,0.02%
Netherlands,data analyst,Rural,1,0.02%
Netherlands,data analysis assistant,Rural,1,0.02%
Sweden,geographic information systems database administrator gis database administrator,City,1,0.02%
Spain,survey data technician,City,1,0.02%
Netherlands,database analyst,Rural,1,0.02%
Luxembourg,data conversion operator,Rural,1,0.02%
Sweden,data transcriber,Rural,1,0.02%
Portugal,database administration manager,Rural,1,0.02%
Portugal,database manager,Rural,1,0.02%
Spain,scada technician supervisory control and data acquisition technician,City,1,0.02%
Spain,scada operator supervisory control and data acquisition operator,City,1,0.02%
Spain,reference data expert,Rural,1,0.02%
Spain,reference data expert,City,1,0.02%
Spain,operations officer afloat naval tactical data systems,City,1,0.02%
Netherlands,database consultant,Rural,1,0.02%
Sweden,databases computer consultant,City,1,0.02%
Portugal,database marketing analyst,City,1,0.02%
Portugal,database software technician,City,1,0.02%
Sweden,crime data specialist,City,1,0.02%
Sweden,data acquisition technician,Rural,1,0.02%
Sweden,data administrator,Rural,1,0.02%
Netherlands,database administration associate,Rural,1,0.02%
Netherlands,data collection technician,City,1,0.02%
Sweden,data systems manager,City,1,0.02%
Sweden,data security analyst,City,1,0.02%
Netherlands,data warehouse analyst,Rural,1,0.02%
Sweden,data security administrator,City,1,0.02%
Sweden,data reduction technician,City,1,0.02%
Sweden,data processing manager,Rural,1,0.02%
Portugal,database development and administration project manager,City,1,0.02%
Sweden,data modeling specialist,Rural,1,0.02%
Sweden,data modeler,City,1,0.02%
Sweden,data management information technology specialist,City,1,0.02%
Netherlands,data warehousing engineer,Rural,1,0.02%
Sweden,data entry representative,Rural,1,0.02%
Sweden,data entry operator,City,1,0.02%
Sweden,data entry associate,City,1,0.02%
Sweden,data conversion operator,Rural,1,0.02%
Sweden,data communications software consultant,City,1,0.02%
Netherlands,data center operator,Rural,1,0.02%
Sweden,data communications analyst,Rural,1,0.02%
Netherlands,data center operator,City,1,0.02%
Sweden,data collection technician,Rural,1,0.02%
Sweden,data center operator,City,1,0.02%
Sweden,data analysis assistant,City,1,0.02%
Spain,data recovery planner,Rural,1,0.02%
Romania,data security analyst,Rural,1,0.02%
Spain,data recovery planner,City,1,0.02%
Slovakia,data reviewer,City,1,0.02%
Portugal,clinical data coordinator,City,1,0.02%
Slovakia,data processing systems analyst,Rural,1,0.02%
Slovakia,data processing manager,City,1,0.02%
Slovakia,data processing consultant,Rural,1,0.02%
Romania,data management manager,City,1,0.02%
Slovakia,data operations director,City,1,0.02%
Poland,database software technician,Rural,1,0.02%
Portugal,automatic data processing systems security specialist adp systems security,Rural,1,0.02%
Poland,database technician,City,1,0.02%
Slovakia,data management information technology specialist,Rural,1,0.02%
Romania,data modeler,City,1,0.02%
Slovakia,data conversion operator,City,1,0.02%
Slovakia,data communications analyst,City,1,0.02%
Slovakia,data capture specialist,City,1,0.02%
Slovakia,data base design analyst,City,1,0.02%
Romania,data modeler,Rural,1,0.02%
Slovakia,data acquisition technician,Rural,1,0.02%
Poland,databases computer consultant,Rural,1,0.02%
Slovakia,computer or data processing systems consultant,Rural,1,0.02%
Slovakia,computer or data processing systems consultant,City,1,0.02%
Slovakia,automatic data processing planner adp planner,City,1,0.02%
Slovakia,automatic data processing planner,Rural,1,0.02%
Slovakia,automatic data processing planner,City,1,0.02%
Slovakia,automatic data processing customer liaison adp customer liaison,Rural,1,0.02%
Romania,voice and data technician,City,1,0.02%
Romania,sql database administrator,Rural,1,0.02%
Romania,scada technician supervisory control and data acquisition technician,City,1,0.02%
Poland,database security administrator,Rural,1,0.02%
Slovakia,data systems manager,City,1,0.02%
Romania,naval tactical data systemcombat information center officer,City,1,0.02%
Slovakia,data transcriber,City,1,0.02%
Slovenia,automatic data processing customer liaison adp customer liaison,Rural,1,0.02%
Slovakia,internet database specialist,Rural,1,0.02%
Slovakia,geographic information systems data manager gis data manager,City,1,0.02%
Slovakia,geographic information systems data administrator gis data administrator,Rural,1,0.02%
Portugal,clinical data manager,City,1,0.02%
Poland,database coordinator,Rural,1,0.02%
Romania,data input clerk,Rural,1,0.02%
Slovakia,flight data technician,City,1,0.02%
Slovakia,databases software consultant,City,1,0.02%
Slovakia,databases computer consultant,City,1,0.02%
Poland,database design analyst,Rural,1,0.02%
Slovakia,database tester,Rural,1,0.02%
Slovakia,database specialist,City,1,0.02%
Poland,database designer,Rural,1,0.02%
Portugal,clinical data management associate director,City,1,0.02%
Slovakia,database security administrator,Rural,1,0.02%
Slovakia,database management system specialist dbms specialist,Rural,1,0.02%
Slovakia,database management system specialist dbms specialist,City,1,0.02%
Slovakia,database engineer,City,1,0.02%
Slovakia,database consultant,Rural,1,0.02%
Poland,database manager,Rural,1,0.02%
Slovakia,data warehousing specialist,City,1,0.02%
Slovakia,data warehousing manager,Rural,1,0.02%
Slovakia,data warehousing engineer,Rural,1,0.02%
Slovakia,data warehouse specialist,City,1,0.02%
Slovakia,data warehouse developer,City,1,0.02%
Slovakia,data warehouse analyst,City,1,0.02%
Romania,scada operator supervisory control and data acquisition operator,City,1,0.02%
Romania,micro computer data processor,City,1,0.02%
Spain,data processing systems project planner,Rural,1,0.02%
Romania,database engineer,Rural,1,0.02%
Romania,database designer,Rural,1,0.02%
Romania,database design analyst,Rural,1,0.02%
Romania,database design analyst,City,1,0.02%
Poland,naval tactical data systemcombat information center officer,City,1,0.02%
Romania,data processing manager,Rural,1,0.02%
Romania,data processing systems analyst,City,1,0.02%
Romania,data processing systems project planner,Rural,1,0.02%
Poland,oracle database administrator oracle dba,Rural,1,0.02%
Portugal,automatic data processing planner,City,1,0.02%
Poland,reference data expert,City,1,0.02%
Romania,database administration associate,Rural,1,0.02%
Romania,data processor,City,1,0.02%
Portugal,analytical data miner,City,1,0.02%
Romania,data warehousing specialist,Rural,1,0.02%
Poland,scada operator supervisory control and data acquisition operator,City,1,0.02%
Romania,data warehouse specialist,Rural,1,0.02%
Poland,scientific database curator,City,1,0.02%
Romania,data warehouse specialist,City,1,0.02%
Romania,data processor,Rural,1,0.02%
Romania,data sciences director,City,1,0.02%
Poland,weight in motion field data collection technician,City,1,0.02%
Poland,survey data technician,City,1,0.02%
Romania,data warehouse analyst,Rural,1,0.02%
Romania,data warehouse analyst,City,1,0.02%
Romania,data systems manager,Rural,1,0.02%
Romania,data systems manager,City,1,0.02%
Romania,data storage specialist,Rural,1,0.02%
Poland,medical data analyst,Rural,1,0.02%
Romania,database manager,City,1,0.02%
Poland,electronic data processing auditor edp auditor,Rural,1,0.02%
Romania,database manager,Rural,1,0.02%
Romania,medical data analyst,City,1,0.02%
Poland,field artillery automated tactical data system specialist,City,1,0.02%
Poland,field artillery automated tactical data system specialist,Rural,1,0.02%
Poland,field traffic data technician,Rural,1,0.02%
Romania,marketing database analyst,City,1,0.02%
Romania,internet database specialist,City,1,0.02%
Poland,flight data technician,Rural,1,0.02%
Romania,health data analyst,City,1,0.02%
Romania,gps field data collector global positioning system field data collector,City,1,0.02%
Romania,data modeling specialist,City,1,0.02%
Poland,geographic information systems data administrator gis data administrator,Rural,1,0.02%
Romania,geographic information systems data specialist gis data specialist,Rural,1,0.02%
Romania,field artillery automated tactical data system specialist,Rural,1,0.02%
Romania,field artillery automated tactical data system specialist,City,1,0.02%
Poland,geographic information systems data specialist gis data specialist,Rural,1,0.02%
Romania,data modeling specialist,Rural,1,0.02%
Romania,databases software consultant,Rural,1,0.02%
Romania,data officer,Rural,1,0.02%
Romania,database technician,City,1,0.02%
Poland,internet database specialist,City,1,0.02%
Romania,database software technician,City,1,0.02%
Romania,database security expert,City,1,0.02%
Romania,data processing auditor,City,1,0.02%
Poland,internet database specialist,Rural,1,0.02%
Romania,database modeler,Rural,1,0.02%
Portugal,automatic data processing planner adp planner,City,1,0.02%
Poland,log data technician,City,1,0.02%
Poland,database architect,Rural,1,0.02%
Slovenia,automatic data processing planner,City,1,0.02%
Romania,data input clerk,City,1,0.02%
Spain,data entry supervisor,City,1,0.02%
Spain,data entry representative,City,1,0.02%
Poland,data communications software consultant,Rural,1,0.02%
Spain,data entry operator,City,1,0.02%
Poland,data communications technician,City,1,0.02%
Poland,data communications technician,Rural,1,0.02%
Poland,data control assistant,City,1,0.02%
Spain,data entry machine operator,City,1,0.02%
Romania,data architect,Rural,1,0.02%
Spain,data entry associate,Rural,1,0.02%
Poland,data entry associate,Rural,1,0.02%
Poland,data entry operator,City,1,0.02%
Spain,data coordinator,Rural,1,0.02%
Poland,data entry representative,City,1,0.02%
Spain,data conversion operator,City,1,0.02%
Poland,data entry specialist,Rural,1,0.02%
Poland,data entry supervisor,City,1,0.02%
Spain,data control clerk supervisor,City,1,0.02%
Poland,data entry technician,City,1,0.02%
Spain,data compiler,Rural,1,0.02%
Poland,data entry technician,Rural,1,0.02%
Portugal,data collector,City,1,0.02%
Poland,data examination clerk,City,1,0.02%
Poland,data input clerk,City,1,0.02%
Portugal,data center operator,City,1,0.02%
Spain,data communications software consultant,Rural,1,0.02%
Romania,data coder operator,City,1,0.02%
Spain,data collector,Rural,1,0.02%
Spain,data entry specialist,Rural,1,0.02%
Spain,data examination clerk,City,1,0.02%
Slovenia,clinical data associate,Rural,1,0.02%
Spain,data input clerk,City,1,0.02%
Spain,data processing systems analyst,Rural,1,0.02%
Portugal,data conversion operator,City,1,0.02%
Portugal,data communications technician,City,1,0.02%
Spain,data processing mechanic,City,1,0.02%
Poland,automatic data processing planner,Rural,1,0.02%
Romania,automatic data processing systems security specialist adp systems security,Rural,1,0.02%
Spain,data processing equipment repairer,Rural,1,0.02%
Spain,data processing consultant,Rural,1,0.02%
Spain,data processing clerk,Rural,1,0.02%
Romania,clinical data analyst,City,1,0.02%
Poland,clinical data associate,Rural,1,0.02%
Poland,clinical data coordinator,City,1,0.02%
Poland,clinical data management associate director,Rural,1,0.02%
Spain,data processing auditor,Rural,1,0.02%
Poland,clinical data specialist,City,1,0.02%
Poland,voice and data technician,Rural,1,0.02%
Romania,crime data specialist,Rural,1,0.02%
Poland,data architect,Rural,1,0.02%
Spain,data modeler,City,1,0.02%
Romania,customer data technician,City,1,0.02%
Romania,data abstractor,Rural,1,0.02%
Poland,data center operator,City,1,0.02%
Poland,data coder operator,City,1,0.02%
Spain,data management manager,City,1,0.02%
Spain,data management associate,Rural,1,0.02%
Poland,data collector,City,1,0.02%
Spain,data keyer,City,1,0.02%
Poland,data management manager,City,1,0.02%
Spain,data architect,Rural,1,0.02%
Spain,data analyst,City,1,0.02%
Spain,data analysis assistant,City,1,0.02%
Romania,data entry technician,City,1,0.02%
Slovenia,engineer system electronic data processing engineer system edp,City,1,0.02%
Portugal,clinical data specialist,City,1,0.02%
Poland,data systems manager,Rural,1,0.02%
Poland,data technician,City,1,0.02%
Slovenia,databases computer consultant,City,1,0.02%
Slovenia,database modeler,City,1,0.02%
Poland,data transcriber,City,1,0.02%
Poland,data typist,City,1,0.02%
Slovenia,database developer,Rural,1,0.02%
Poland,data warehouse analyst,Rural,1,0.02%
Slovenia,database administration manager,Rural,1,0.02%
Slovenia,data warehousing manager,Rural,1,0.02%
Slovenia,data warehouse architect,Rural,1,0.02%
Poland,data warehouse developer,Rural,1,0.02%
Slovenia,data systems manager,City,1,0.02%
Slovenia,data security administrator,City,1,0.02%
Slovenia,data processing systems analyst,Rural,1,0.02%
Romania,data entry technician,Rural,1,0.02%
Slovenia,data processing auditor,City,1,0.02%
Poland,data warehousing specialist,Rural,1,0.02%
Slovenia,data management information technology specialist,Rural,1,0.02%
Slovenia,data communications software consultant,Rural,1,0.02%
Poland,database administration project manager,City,1,0.02%
Slovenia,data center operator,Rural,1,0.02%
Poland,database administrator dba,City,1,0.02%
Poland,database administrator dba,Rural,1,0.02%
Romania,data entry supervisor,Rural,1,0.02%
Spain,automatic data processing planner,Rural,1,0.02%
Poland,data security analyst,Rural,1,0.02%
Poland,data processing supervisor,City,1,0.02%
Portugal,data architect,Rural,1,0.02%
Poland,data operations director,Rural,1,0.02%
Spain,crime data specialist,City,1,0.02%
Spain,computer or data processing systems consultant,Rural,1,0.02%
Spain,clinical data specialist,City,1,0.02%
Poland,data processing clerk,City,1,0.02%
Romania,data communications analyst,City,1,0.02%
Romania,data communications software consultant,City,1,0.02%
Poland,data processing control clerk,City,1,0.02%
Spain,clinical data management manager cdm manager,Rural,1,0.02%
Poland,data processing equipment repairer,City,1,0.02%
Romania,data compiler,City,1,0.02%
Romania,data entry clerk,Rural,1,0.02%
Romania,data entry specialist,City,1,0.02%
Poland,data processing systems analyst,Rural,1,0.02%
Spain,clinical data abstractor,City,1,0.02%
Poland,data recovery planner,Rural,1,0.02%
Portugal,data architect,City,1,0.02%
Poland,data reduction technician,City,1,0.02%
Poland,data reviewer,Rural,1,0.02%
Romania,data entry operator,City,1,0.02%
Poland,data scientist,City,1,0.02%
Poland,data scientist,Rural,1,0.02%
Portugal,data administrator,Rural,1,0.02%
Romania,data entry representative,City,1,0.02%
Portugal,computer or data processing systems consultant,Rural,1,0.02%
Spain,analytical data miner,City,1,0.02%
Austria,automatic data processing customer liaison adp customer liaison,City,1,0.02%
Luxembourg,data communications software consultant,Rural,1,0.02%
Denmark,automatic data processing systems security specialist adp systems security,Rural,1,0.02%
Denmark,data processing auditor,City,1,0.02%
Denmark,data operations director,City,1,0.02%
Denmark,data officer,Rural,1,0.02%
Denmark,data manager,City,1,0.02%
Denmark,data management information technology specialist,City,1,0.02%
Denmark,data keyer,Rural,1,0.02%
Denmark,data communications software consultant,Rural,1,0.02%
Denmark,data base design analyst,City,1,0.02%
Denmark,data architect,Rural,1,0.02%
Denmark,clinical data manager,Rural,1,0.02%
Denmark,automatic data processing planner,Rural,1,0.02%
Denmark,data scientist,City,1,0.02%
Denmark,automatic data processing planner,City,1,0.02%
Czechia,sql database administrator,City,1,0.02%
Czechia,scada technician supervisory control and data acquisition technician,City,1,0.02%
Czechia,oracle database administrator oracle dba,Rural,1,0.02%
Czechia,naval tactical data systemcombat information center watch officer general,City,1,0.02%
Czechia,naval tactical data systemcombat information center officer,Rural,1,0.02%
Czechia,micro computer data processor,City,1,0.02%
Czechia,marketing database analyst,City,1,0.02%
Czechia,maintenance data analyst,City,1,0.02%
Czechia,health data analyst,City,1,0.02%
Denmark,data processing manager,City,1,0.02%
Denmark,data systems manager,City,1,0.02%
Czechia,geographic information systems database administrator gis database administrator,Rural,1,0.02%
Denmark,database designer,City,1,0.02%
Denmark,field traffic data technician,City,1,0.02%
Denmark,electronic data processing auditor edp auditor,City,1,0.02%
Denmark,director of data operations,City,1,0.02%
Denmark,databases computer consultant,City,1,0.02%
Denmark,database security expert,Rural,1,0.02%
Denmark,database security expert,City,1,0.02%
Denmark,database modeler,City,1,0.02%
Denmark,database management system specialist dbms specialist,Rural,1,0.02%
Denmark,database management system specialist dbms specialist,City,1,0.02%
Denmark,database engineer,Rural,1,0.02%
Denmark,database coordinator,Rural,1,0.02%
Denmark,data transcriber,City,1,0.02%
Denmark,database coordinator,City,1,0.02%
Denmark,database consultant,City,1,0.02%
Denmark,database administration associate,City,1,0.02%
Denmark,data warehousing specialist,Rural,1,0.02%
Denmark,data warehouse specialist,Rural,1,0.02%
Denmark,data warehouse developer,City,1,0.02%
Denmark,data warehouse architect,Rural,1,0.02%
Denmark,data warehouse architect,City,1,0.02%
Denmark,data warehouse analyst,Rural,1,0.02%
Denmark,data typist,City,1,0.02%
Czechia,gps field data collector global positioning system field data collector,Rural,1,0.02%
Czechia,geographic information systems database administrator gis database administrator,City,1,0.02%
France,log data technician,City,1,0.02%
Czechia,data miner,Rural,1,0.02%
Czechia,data scientist,Rural,1,0.02%
Czechia,data sciences director,City,1,0.02%
Czechia,data processing systems analyst,Rural,1,0.02%
Czechia,data processing services sales representative,City,1,0.02%
Czechia,data processing mechanic,Rural,1,0.02%
Czechia,data processing manager,City,1,0.02%
Czechia,data processing equipment repairer,City,1,0.02%
Czechia,data processing auxiliary equipment operator,City,1,0.02%
Czechia,data processing auditor,City,1,0.02%
Czechia,data operations director,Rural,1,0.02%
Czechia,data manager,City,1,0.02%
Czechia,data systems manager,Rural,1,0.02%
Czechia,data management information technology specialist,City,1,0.02%
Czechia,data management associate,Rural,1,0.02%
Czechia,data keyer,City,1,0.02%
Czechia,data entry specialist,City,1,0.02%
Czechia,data entry machine operator,Rural,1,0.02%
Czechia,data coordinator,City,1,0.02%
Czechia,data control assistant,City,1,0.02%
Czechia,data communications software consultant,City,1,0.02%
Czechia,data communications analyst,City,1,0.02%
Czechia,data collection technician,Rural,1,0.02%
Czechia,data storage specialist,City,1,0.02%
Czechia,data technician,City,1,0.02%
Czechia,geographic information systems data manager gis data manager,City,1,0.02%
Czechia,database engineer,Rural,1,0.02%
Czechia,geographic information systems data administrator gis data administrator,City,1,0.02%
Czechia,flight test data acquisition technician,Rural,1,0.02%
Czechia,engineer system electronic data processing engineer system edp,City,1,0.02%
Czechia,electronic data processing auditor edp auditor,City,1,0.02%
Czechia,databases software consultant,Rural,1,0.02%
Czechia,database specialist,City,1,0.02%
Czechia,database software technician,Rural,1,0.02%
Czechia,database security administrator,Rural,1,0.02%
Czechia,database marketing analyst,City,1,0.02%
Czechia,database management system specialist dbms specialist,City,1,0.02%
Czechia,database development project manager,Rural,1,0.02%
Czechia,data warehouse architect,City,1,0.02%
Czechia,database development and administration project manager,Rural,1,0.02%
Czechia,database designer,City,1,0.02%
Czechia,database architect,Rural,1,0.02%
Czechia,database architect,City,1,0.02%
Czechia,database administrator dba,Rural,1,0.02%
Czechia,database administration associate,City,1,0.02%
Czechia,data warehousing specialist,City,1,0.02%
Czechia,data warehousing engineer,City,1,0.02%
Czechia,data warehouse developer,City,1,0.02%
Czechia,data warehouse architect,Rural,1,0.02%
Denmark,health data analyst,City,1,0.02%
Denmark,internet database specialist,Rural,1,0.02%
Denmark,medical data analyst,City,1,0.02%
France,clinical data specialist,City,1,0.02%
France,data entry machine operator,City,1,0.02%
France,data entry clerk,Rural,1,0.02%
France,data control clerk supervisor,City,1,0.02%
France,data control assistant,City,1,0.02%
France,data communications technician,City,1,0.02%
France,data collector,City,1,0.02%
France,data collection technician,Rural,1,0.02%
France,data capture specialist,City,1,0.02%
France,customer data technician,City,1,0.02%
France,crime data specialist,City,1,0.02%
France,clinical data management associate director,Rural,1,0.02%
France,data entry representative,Rural,1,0.02%
France,clinical data management associate director,City,1,0.02%
France,clinical data coordinator,Rural,1,0.02%
France,clinical data coordinator,City,1,0.02%
France,business database analyst,City,1,0.02%
Finland,scada technician supervisory control and data acquisition technician,City,1,0.02%
Finland,naval tactical data systemcombat information center officer,City,1,0.02%
Finland,internet database specialist,Rural,1,0.02%
Finland,geographic information systems data manager gis data manager,Rural,1,0.02%
Finland,geographic information systems data administrator gis data administrator,Rural,1,0.02%
Finland,geographic information systems data administrator gis data administrator,City,1,0.02%
France,data entry machine operator,Rural,1,0.02%
France,data entry specialist,City,1,0.02%
Denmark,sql database administrator,City,1,0.02%
France,database administration project manager,Rural,1,0.02%
France,gps field data collector global positioning system field data collector,City,1,0.02%
France,flight test data acquisition technician,Rural,1,0.02%
France,field traffic data technician,Rural,1,0.02%
France,field traffic data technician,City,1,0.02%
France,electronic data processing auditor edp auditor,Rural,1,0.02%
France,datastage developer,City,1,0.02%
France,database programmer,Rural,1,0.02%
France,database development project manager,City,1,0.02%
France,database developer,City,1,0.02%
France,database analyst,Rural,1,0.02%
France,data warehousing engineer,Rural,1,0.02%
France,data entry specialist,Rural,1,0.02%
France,data typist,City,1,0.02%
France,data transcriber,Rural,1,0.02%
France,data technician,Rural,1,0.02%
France,data specialist,Rural,1,0.02%
France,data sciences director,City,1,0.02%
France,data reduction technician,City,1,0.02%
France,data manager,Rural,1,0.02%
France,data management manager,City,1,0.02%
France,data input clerk,City,1,0.02%
France,data entry supervisor,City,1,0.02%
Finland,field artillery automated tactical data system specialist,Rural,1,0.02%
Finland,datastage developer,City,1,0.02%
Finland,databases software consultant,City,1,0.02%
Estonia,geographic information systems data specialist gis data specialist,City,1,0.02%
Finland,data communications analyst,City,1,0.02%
Finland,data collection technician,City,1,0.02%
Finland,data architect,Rural,1,0.02%
Finland,data analysis assistant,City,1,0.02%
Finland,data administrator,City,1,0.02%
Finland,computer or data processing systems consultant,Rural,1,0.02%
Finland,computer or data processing systems consultant,City,1,0.02%
Finland,clinical data management manager cdm manager,City,1,0.02%
Finland,automatic data processing planner adp planner,City,1,0.02%
Finland,automatic data processing customer liaison adp customer liaison,City,1,0.02%
Estonia,director of data operations,City,1,0.02%
Finland,databases computer consultant,Rural,1,0.02%
Estonia,database manager,City,1,0.02%
Estonia,database administration manager,City,1,0.02%
Estonia,data processing supervisor,City,1,0.02%
Estonia,data operations director,City,1,0.02%
Estonia,data management information technology specialist,City,1,0.02%
Estonia,data entry supervisor,City,1,0.02%
Estonia,data collection technician,City,1,0.02%
Estonia,data base design analyst,City,1,0.02%
Denmark,survey data technician,Rural,1,0.02%
Denmark,survey data technician,City,1,0.02%
Finland,data entry representative,City,1,0.02%
Finland,data management information technology specialist,City,1,0.02%
Finland,data manager,City,1,0.02%
Finland,data officer,Rural,1,0.02%
Finland,databases computer consultant,City,1,0.02%
Finland,database specialist,City,1,0.02%
Finland,database manager,City,1,0.02%
Finland,database development project manager,City,1,0.02%
Finland,database development and administration project manager,City,1,0.02%
Finland,database coordinator,City,1,0.02%
Finland,database consultant,City,1,0.02%
Finland,database administration associate,City,1,0.02%
Finland,data warehousing specialist,Rural,1,0.02%
Finland,data warehousing manager,Rural,1,0.02%
Finland,data warehousing engineer,City,1,0.02%
Finland,data warehouse developer,City,1,0.02%
Finland,data transcriber,City,1,0.02%
Finland,data storage specialist,Rural,1,0.02%
Finland,data security analyst,City,1,0.02%
Finland,data scientist,Rural,1,0.02%
Finland,data processing systems analyst,Rural,1,0.02%
Finland,data processing mechanic,City,1,0.02%
Finland,data processing manager,City,1,0.02%
Finland,data processing consultant,City,1,0.02%
Finland,data operations director,City,1,0.02%
Czechia,data center operator,City,1,0.02%
Czechia,data architect,Rural,1,0.02%
Czechia,data architect,City,1,0.02%
Belgium,data collector,City,1,0.02%
Belgium,data miner,City,1,0.02%
Belgium,data manager,Rural,1,0.02%
Belgium,data management information technology specialist,Rural,1,0.02%
Belgium,data management information technology specialist,City,1,0.02%
Belgium,data management associate,City,1,0.02%
Belgium,data entry specialist,Rural,1,0.02%
Belgium,data entry representative,Rural,1,0.02%
Belgium,data entry associate,City,1,0.02%
Belgium,data coordinator,City,1,0.02%
Belgium,data communications analyst,Rural,1,0.02%
Belgium,data capture specialist,City,1,0.02%
Belgium,data processing manager,Rural,1,0.02%
Belgium,data base design analyst,Rural,1,0.02%
Belgium,data architect,Rural,1,0.02%
Belgium,data administrator,Rural,1,0.02%
Belgium,crime data specialist,City,1,0.02%
Belgium,clinical data coordinator,City,1,0.02%
Belgium,automatic data processing systems security specialist adp systems security,Rural,1,0.02%
Belgium,automatic data processing systems security specialist adp systems security,City,1,0.02%
Belgium,automatic data processing planner adp planner,City,1,0.02%
Belgium,automatic data processing planner,Rural,1,0.02%
Belgium,automatic data processing planner,City,1,0.02%
Belgium,data processing consultant,Rural,1,0.02%
Belgium,data recovery planner,Rural,1,0.02%
Belgium,director of data operations,Rural,1,0.02%
Belgium,database consultant,Rural,1,0.02%
Belgium,database security administrator,City,1,0.02%
Belgium,database marketing analyst,Rural,1,0.02%
Belgium,database marketing analyst,City,1,0.02%
Belgium,database manager,Rural,1,0.02%
Belgium,database management system specialist dbms specialist,Rural,1,0.02%
Belgium,database management system specialist dbms specialist,City,1,0.02%
Belgium,database engineer,Rural,1,0.02%
Belgium,database development and administration project manager,City,1,0.02%
Belgium,database design analyst,Rural,1,0.02%
Belgium,database coordinator,City,1,0.02%
Belgium,database consultant,City,1,0.02%
Belgium,data scientist,Rural,1,0.02%
Belgium,database architect,City,1,0.02%
Belgium,data warehouse specialist,Rural,1,0.02%
Belgium,data warehouse specialist,City,1,0.02%
Belgium,data warehouse developer,Rural,1,0.02%
Belgium,data warehouse analyst,City,1,0.02%
Belgium,data systems manager,Rural,1,0.02%
Belgium,data storage specialist,City,1,0.02%
Belgium,data security analyst,Rural,1,0.02%
Belgium,data security analyst,City,1,0.02%
Belgium,data security administrator,Rural,1,0.02%
Belgium,automatic data processing customer liaison adp customer liaison,City,1,0.02%
Austria,naval tactical data systemcombat information center watch officer general,Rural,1,0.02%
Austria,naval tactical data systemcombat information center watch officer general,City,1,0.02%
Austria,data communications software consultant,City,1,0.02%
Austria,data systems manager,City,1,0.02%
Austria,data security analyst,Rural,1,0.02%
Austria,data security analyst,City,1,0.02%
Austria,data processing systems project planner,City,1,0.02%
Austria,data management information technology specialist,City,1,0.02%
Austria,data management associate,City,1,0.02%
Austria,data keyer,City,1,0.02%
Austria,data entry specialist,Rural,1,0.02%
Austria,data entry representative,City,1,0.02%
Austria,data communications software consultant,Rural,1,0.02%
Austria,data coder operator,Rural,1,0.02%
Austria,maintenance data analyst,City,1,0.02%
Austria,data base design analyst,Rural,1,0.02%
Austria,data base design analyst,City,1,0.02%
Austria,data administrator,Rural,1,0.02%
Austria,crime data specialist,City,1,0.02%
Austria,computer or data processing systems consultant,Rural,1,0.02%
Austria,clinical data specialist,Rural,1,0.02%
Austria,automatic data processing systems security specialist adp systems security,Rural,1,0.02%
Austria,automatic data processing systems security specialist adp systems security,City,1,0.02%
Austria,automatic data processing planner,Rural,1,0.02%
Austria,automatic data processing planner,City,1,0.02%
Austria,data warehouse developer,Rural,1,0.02%
Austria,data warehousing engineer,Rural,1,0.02%
Austria,data warehousing manager,City,1,0.02%
Austria,database administration associate,City,1,0.02%
Austria,internet database specialist,Rural,1,0.02%
Austria,gps field data collector global positioning system field data collector,Rural,1,0.02%
Austria,geographic information systems database administrator gis database administrator,Rural,1,0.02%
Austria,geographic information systems data specialist gis data specialist,City,1,0.02%
Austria,geographic information systems data manager gis data manager,Rural,1,0.02%
Austria,geographic information systems data administrator gis data administrator,Rural,1,0.02%
Austria,field artillery automated tactical data system specialist,City,1,0.02%
Austria,electronic data processing auditor edp auditor,City,1,0.02%
Austria,director of data operations,Rural,1,0.02%
Austria,databases computer consultant,Rural,1,0.02%
Austria,database security expert,City,1,0.02%
Austria,database security administrator,Rural,1,0.02%
Austria,database modeler,City,1,0.02%
